soil_type,season,water,temperature,humidity,label
loamy,winter,low,10.62,18.82,kidneybeans
red,summer,medium,28.73,43.65,chili
black,summer,high,30.3,78.26,rice
loamy,monsoon,high,23.33,96.77,jute
sandy,monsoon,medium,33.28,99.11,papaya
black,summer,low,28.61,39.02,pigeonpeas
clay,monsoon,high,22.58,97.95,rice
red,summer,low,25.58,48.54,pomegranate
sandy,summer,low,33.77,79.89,mungbean
black,summer,high,31.09,51.38,sugarcane
sandy,summer,low,30.02,45.21,sorghum
sandy,summer,high,31.68,79.23,coconut
loamy,autumn,medium,21.05,66.06,maize
sandy,summer,medium,30.63,43.72,guava
sandy,summer,medium,26.36,55.62,maize
sandy,summer,medium,27.3,47.01,guava
sandy,winter,low,12.17,34.7,onion
loamy,summer,medium,31.04,42.04,guava
sandy,summer,low,26.21,77.44,grapes
loamy,monsoon,medium,27.8,79.46,turmeric
loamy,summer,high,30.61,60.67,jute
red,summer,low,32.89,43.57,sorghum
sandy,monsoon,high,26.26,99.77,coconut
clay,winter,low,2.62,18.63,wheat
loamy,autumn,low,21.52,85.02,grapes
red,monsoon,high,24.87,93.44,banana
loamy,summer,low,30.58,43.2,mothbeans
loamy,winter,low,9.81,39.62,potato
loamy,monsoon,high,30.16,97.25,papaya
loamy,summer,medium,31.48,69.88,muskmelon
sandy,summer,medium,37.14,78.94,papaya
loamy,summer,medium,29.49,39.73,chili
black,winter,medium,5.27,22.67,wheat
sandy,monsoon,medium,22.38,84.92,maize
sandy,autumn,low,26.48,54.97,mothbeans
sandy,monsoon,medium,21.08,83.35,maize
red,winter,low,8.64,9.3,chickpea
red,summer,low,26.16,75.3,grapes
sandy,autumn,medium,16.47,51.11,potato
black,summer,low,32.6,58.5,blackgram
loamy,summer,medium,23.3,49.84,maize
loamy,monsoon,high,23.63,96.18,coconut
black,summer,low,32.55,33.21,millets
red,autumn,medium,20.76,21.95,kidneybeans
black,winter,low,7.69,21.03,barley
red,autumn,medium,23.28,95.31,orange
red,summer,medium,29.24,42.56,coffee
loamy,winter,low,13.85,11.91,kidneybeans
red,monsoon,low,25.57,58.24,millets
loamy,monsoon,medium,26.88,66.3,guava
loamy,summer,low,32.26,36.3,millets
black,monsoon,high,27.33,78.54,sugarcane
loamy,autumn,low,22.56,56.65,pomegranate
sandy,summer,medium,25.65,54.31,maize
black,monsoon,high,25.41,97.58,rice
loamy,monsoon,high,24.45,94.21,coconut
black,autumn,low,17.75,19.68,chickpea
loamy,autumn,medium,21.86,88.61,apple
sandy,summer,high,28.62,71.32,watermelon
red,monsoon,medium,23.36,71.12,coffee
loamy,monsoon,high,25.15,75.35,sugarcane
clay,monsoon,high,21.51,100.0,rice
red,summer,low,26.01,69.69,grapes
loamy,monsoon,medium,32.37,69.53,mango
loamy,monsoon,medium,26.23,79.49,sugarcane
sandy,autumn,medium,17.48,50.47,potato
loamy,autumn,medium,24.4,91.65,orange
sandy,summer,medium,30.28,73.95,muskmelon
loamy,winter,low,12.63,23.72,barley
sandy,autumn,low,22.08,54.12,pomegranate
loamy,summer,high,28.4,78.63,coconut
loamy,winter,low,15.34,17.28,kidneybeans
loamy,autumn,low,21.24,58.54,pomegranate
sandy,summer,low,24.96,71.2,grapes
loamy,autumn,medium,19.07,23.91,kidneybeans
loamy,monsoon,low,26.29,95.11,mungbean
clay,monsoon,medium,22.62,100.0,rice
black,winter,medium,4.31,22.49,wheat
loamy,summer,medium,25.14,67.94,grapes
loamy,monsoon,high,23.19,99.18,coconut
black,summer,high,34.37,51.8,sugarcane
loamy,summer,medium,30.74,42.93,chili
loamy,autumn,low,23.28,63.05,lentil
red,autumn,low,21.1,57.16,pomegranate
loamy,monsoon,medium,22.8,88.33,ginger
clay,monsoon,high,22.78,93.06,jute
sandy,summer,high,29.14,79.63,coconut
red,summer,medium,26.46,44.98,coffee
clay,winter,medium,10.67,26.24,wheat
black,monsoon,high,27.46,77.38,sugarcane
loamy,monsoon,low,28.72,77.09,blackgram
red,winter,medium,14.76,81.95,apple
loamy,winter,low,12.28,14.38,kidneybeans
black,summer,high,28.28,74.76,rice
sandy,summer,high,30.05,76.85,watermelon
loamy,summer,low,31.57,37.74,mothbeans
red,summer,low,34.18,68.24,mungbean
black,summer,medium,25.13,56.12,maize
black,monsoon,low,28.3,61.5,pigeonpeas
loamy,summer,high,26.61,76.26,coconut
red,summer,low,32.45,45.37,sorghum
sandy,summer,low,27.13,43.96,sorghum
sandy,summer,medium,34.5,81.8,papaya
red,summer,medium,26.18,78.21,orange
red,monsoon,high,25.16,92.61,banana
loamy,summer,high,27.9,63.72,rice
loamy,summer,high,29.33,70.32,ginger
red,summer,low,27.91,70.95,grapes
loamy,summer,medium,28.83,47.98,coffee
sandy,summer,low,22.29,38.78,pomegranate
loamy,summer,medium,26.64,69.79,grapes
sandy,autumn,medium,24.02,88.35,orange
sandy,monsoon,medium,21.04,81.2,maize
loamy,summer,medium,32.19,67.46,turmeric
clay,monsoon,high,24.87,89.95,jute
loamy,monsoon,high,21.89,98.48,coconut
black,summer,medium,23.84,50.59,maize
clay,monsoon,high,23.23,94.17,jute
red,summer,medium,29.82,55.88,turmeric
loamy,winter,medium,16.66,81.24,orange
black,monsoon,low,27.1,55.11,pigeonpeas
sandy,autumn,medium,27.79,87.32,muskmelon
red,monsoon,low,27.03,85.44,blackgram
loamy,autumn,medium,23.24,53.58,coffee
red,summer,medium,26.45,45.4,coffee
loamy,monsoon,low,26.78,71.88,blackgram
black,monsoon,medium,26.01,57.43,chili
loamy,summer,medium,33.52,83.23,papaya
red,summer,medium,32.15,74.25,muskmelon
loamy,winter,medium,15.85,54.22,lentil
loamy,monsoon,low,24.48,100.0,mungbean
red,autumn,low,25.95,54.06,sorghum
clay,winter,low,5.05,22.35,wheat
sandy,monsoon,low,26.83,66.96,mothbeans
black,winter,low,11.72,34.86,onion
black,summer,low,33.56,58.08,blackgram
sandy,summer,medium,36.76,79.57,papaya
loamy,monsoon,medium,27.44,81.86,blackgram
black,winter,low,7.77,30.55,wheat
loamy,monsoon,high,22.19,97.13,rice
loamy,winter,medium,18.79,36.58,tomato
red,monsoon,medium,28.37,89.78,turmeric
loamy,autumn,medium,20.36,20.74,kidneybeans
clay,winter,low,14.16,18.68,barley
loamy,autumn,low,20.92,41.56,onion
loamy,autumn,medium,16.19,35.91,wheat
red,monsoon,low,25.84,64.44,millets
red,winter,medium,16.98,83.54,apple
red,monsoon,high,23.74,99.02,coconut
red,autumn,low,27.17,50.56,mothbeans
sandy,summer,high,29.72,78.97,watermelon
loamy,summer,medium,24.22,82.14,orange
loamy,winter,medium,13.45,32.95,onion
clay,winter,low,12.37,19.84,barley
sandy,winter,low,12.95,29.3,onion
loamy,monsoon,low,26.28,67.26,pigeonpeas
sandy,autumn,low,20.85,58.72,pomegranate
loamy,monsoon,low,24.15,75.94,blackgram
red,monsoon,medium,24.12,94.18,ginger
loamy,summer,medium,34.14,40.42,mango
red,monsoon,medium,21.09,72.86,guava
red,summer,medium,29.11,76.1,cotton
red,monsoon,medium,22.08,70.61,coffee
red,summer,low,30.43,36.75,millets
loamy,winter,medium,16.82,53.15,lentil
red,summer,medium,25.34,75.74,cotton
loamy,summer,medium,32.3,68.83,turmeric
sandy,summer,low,29.92,31.63,millets
black,summer,low,31.03,39.14,pigeonpeas
sandy,monsoon,low,25.65,62.58,millets
black,monsoon,high,22.29,93.58,jute
loamy,monsoon,low,26.03,98.85,mungbean
red,monsoon,high,26.32,100.0,banana
black,summer,medium,25.59,76.46,cotton
loamy,monsoon,high,25.15,71.61,sugarcane
black,monsoon,high,24.32,81.53,sugarcane
loamy,autumn,medium,23.33,93.46,orange
sandy,autumn,low,21.63,55.65,pomegranate
clay,winter,medium,11.49,20.97,wheat
loamy,summer,high,30.57,67.99,ginger
sandy,autumn,low,23.13,55.01,pomegranate
loamy,monsoon,medium,25.07,66.69,chili
black,monsoon,high,23.22,96.03,jute
loamy,winter,low,12.4,23.25,barley
loamy,autumn,medium,22.91,95.27,orange
black,summer,medium,26.02,68.39,cotton
loamy,summer,medium,33.37,68.51,turmeric
loamy,monsoon,low,25.08,71.37,pigeonpeas
loamy,autumn,medium,26.19,56.15,coffee
sandy,summer,high,31.46,83.4,coconut
red,autumn,medium,28.93,57.04,coffee
black,summer,high,31.01,73.68,rice
loamy,monsoon,low,24.84,62.89,pigeonpeas
loamy,monsoon,medium,20.54,78.78,maize
black,monsoon,medium,24.56,58.37,chili
black,monsoon,medium,23.24,93.05,cotton
loamy,summer,medium,31.58,63.81,turmeric
sandy,summer,medium,30.21,47.09,guava
sandy,autumn,low,27.3,52.33,mothbeans
clay,winter,low,4.2,27.23,wheat
black,winter,low,9.41,16.68,barley
loamy,monsoon,high,23.17,94.19,rice
red,winter,medium,10.06,42.72,potato
loamy,summer,low,35.67,39.08,mango
loamy,winter,medium,18.45,77.89,apple
black,monsoon,high,21.9,95.19,jute
loamy,winter,low,9.28,45.69,potato
loamy,summer,medium,22.81,68.64,grapes
loamy,monsoon,high,20.14,100.0,rice
red,winter,medium,10.92,39.13,potato
red,monsoon,medium,21.78,97.8,tea
loamy,monsoon,high,26.18,99.31,coconut
clay,monsoon,medium,23.27,98.63,rice
loamy,summer,medium,29.23,38.17,tomato
sandy,monsoon,high,23.7,96.82,coconut
loamy,summer,medium,25.81,55.12,maize
sandy,autumn,medium,24.87,51.54,tomato
black,summer,low,31.16,42.08,sorghum
black,winter,medium,5.58,27.59,wheat
red,autumn,low,29.45,48.89,sorghum
loamy,summer,high,25.26,78.95,coconut
red,winter,medium,11.69,45.03,potato
sandy,summer,low,32.21,45.71,sorghum
loamy,summer,high,32.35,57.79,sugarcane
black,summer,medium,24.97,54.82,maize
black,summer,high,33.23,50.7,sugarcane
red,autumn,low,28.3,54.68,mothbeans
black,monsoon,high,21.98,98.24,jute
red,winter,medium,14.41,35.5,tomato
loamy,monsoon,high,23.09,93.61,banana
sandy,monsoon,medium,20.59,84.02,maize
sandy,autumn,low,22.09,56.91,pomegranate
red,summer,low,29.49,31.6,pigeonpeas
red,summer,medium,25.74,53.27,maize
clay,monsoon,high,26.64,72.69,sugarcane
loamy,summer,high,27.68,58.6,jute
loamy,monsoon,medium,26.56,68.01,coffee
loamy,autumn,medium,21.99,22.73,kidneybeans
black,winter,medium,12.14,6.59,kidneybeans
sandy,summer,low,25.51,78.33,grapes
loamy,autumn,medium,28.9,53.8,guava
red,autumn,low,22.76,56.36,pomegranate
sandy,summer,medium,28.25,45.27,guava
red,winter,medium,16.33,83.09,apple
sandy,monsoon,medium,20.66,99.55,watermelon
black,monsoon,high,23.53,98.46,rice
red,monsoon,medium,28.56,88.11,turmeric
loamy,monsoon,medium,21.36,68.1,chili
sandy,summer,low,31.7,34.38,millets
loamy,autumn,medium,23.57,63.17,maize
sandy,autumn,low,28.26,49.47,mothbeans
loamy,summer,low,30.09,40.16,millets
red,monsoon,medium,24.61,90.06,ginger
sandy,monsoon,medium,22.24,99.99,watermelon
loamy,summer,medium,25.51,78.26,orange
loamy,autumn,low,23.19,65.32,lentil
loamy,summer,high,26.9,77.9,coconut
loamy,autumn,low,17.54,25.78,barley
red,summer,medium,29.95,42.63,chili
clay,autumn,low,21.17,62.8,lentil
loamy,monsoon,medium,25.11,97.98,banana
clay,winter,medium,11.2,10.13,kidneybeans
black,monsoon,low,26.34,58.63,pigeonpeas
black,autumn,low,21.85,35.56,onion
red,autumn,low,27.85,51.99,mothbeans
loamy,autumn,medium,24.96,91.1,orange
loamy,monsoon,high,23.33,91.58,banana
red,summer,medium,29.69,53.46,turmeric
loamy,winter,medium,12.98,32.67,onion
loamy,autumn,medium,17.69,19.74,kidneybeans
loamy,winter,medium,19.71,78.7,apple
clay,winter,medium,8.17,21.22,wheat
sandy,autumn,low,20.54,57.87,pomegranate
sandy,summer,high,27.47,73.27,watermelon
loamy,autumn,low,18.35,31.35,barley
red,summer,medium,29.02,71.24,cotton
clay,monsoon,medium,22.41,97.49,jute
loamy,autumn,medium,28.47,62.06,coffee
sandy,summer,medium,28.95,72.9,muskmelon
loamy,winter,medium,19.33,31.46,tomato
loamy,winter,medium,8.76,30.06,wheat
loamy,winter,low,12.82,18.05,kidneybeans
loamy,autumn,medium,23.99,58.2,coffee
sandy,summer,medium,29.38,40.24,chili
sandy,summer,medium,30.36,77.48,watermelon
black,monsoon,high,24.57,90.69,jute
sandy,summer,medium,28.77,69.08,muskmelon
loamy,summer,medium,30.88,42.07,chili
red,summer,medium,30.92,57.86,turmeric
loamy,monsoon,medium,26.14,62.22,pigeonpeas
loamy,summer,medium,27.54,32.66,tomato
black,summer,high,32.51,47.51,sugarcane
red,summer,low,25.52,43.04,pomegranate
black,autumn,low,18.43,15.99,chickpea
loamy,winter,medium,14.02,11.44,kidneybeans
red,monsoon,high,22.26,97.94,tea
clay,winter,low,14.38,58.4,lentil
loamy,winter,low,6.72,27.71,wheat
sandy,summer,low,23.2,71.47,grapes
loamy,summer,medium,26.15,36.45,tomato
black,winter,low,14.74,46.74,lentil
loamy,monsoon,high,28.3,72.84,sugarcane
black,summer,high,35.06,50.13,sugarcane
sandy,summer,low,25.4,47.75,pomegranate
loamy,summer,medium,25.07,66.55,cotton
red,summer,low,32.44,43.22,mothbeans
loamy,summer,medium,24.76,47.74,maize
loamy,monsoon,low,26.34,100.0,mungbean
loamy,monsoon,high,20.96,100.0,coconut
black,summer,low,25.63,74.19,cotton
loamy,summer,high,29.62,69.34,ginger
black,summer,medium,29.38,36.26,chili
loamy,monsoon,high,26.36,84.57,ginger
black,monsoon,high,23.82,96.33,jute
red,summer,low,35.3,33.92,mango
black,summer,low,29.81,41.43,pigeonpeas
loamy,monsoon,high,30.81,99.76,papaya
loamy,summer,high,28.15,68.28,ginger
loamy,monsoon,medium,26.07,82.86,blackgram
loamy,summer,low,37.36,41.74,mango
loamy,autumn,medium,20.23,88.71,orange
red,summer,low,30.22,73.5,grapes
red,winter,low,10.26,8.59,chickpea
sandy,monsoon,low,26.07,64.35,millets
loamy,autumn,low,19.23,39.74,onion
sandy,summer,medium,30.46,76.88,muskmelon
black,summer,high,35.03,49.22,sugarcane
sandy,summer,medium,35.36,77.37,papaya
clay,summer,high,29.85,69.21,jute
red,monsoon,high,22.17,88.2,ginger
loamy,summer,medium,33.74,38.3,mango
loamy,monsoon,medium,30.75,65.96,mango
sandy,monsoon,medium,32.35,97.91,papaya
loamy,autumn,medium,24.83,57.31,coffee
red,winter,medium,13.5,42.47,tomato
clay,winter,low,5.78,24.91,wheat
loamy,autumn,medium,27.68,57.27,coffee
black,summer,medium,27.87,51.03,maize
red,summer,medium,26.28,51.79,maize
loamy,monsoon,high,22.57,88.65,jute
sandy,monsoon,medium,21.43,80.82,maize
clay,monsoon,high,28.58,70.96,sugarcane
black,autumn,low,17.97,40.6,onion
black,monsoon,high,23.07,97.03,jute
black,summer,medium,29.38,39.07,chili
sandy,summer,low,31.25,37.77,millets
loamy,autumn,medium,20.05,96.22,orange
loamy,monsoon,high,25.4,88.56,banana
sandy,summer,low,34.47,38.51,millets
black,summer,medium,28.57,40.85,chili
sandy,monsoon,medium,19.81,80.87,maize
loamy,summer,high,28.45,84.03,coconut
sandy,monsoon,low,25.97,69.64,mothbeans
red,monsoon,medium,26.31,73.04,coffee
loamy,summer,medium,30.52,68.8,muskmelon
red,monsoon,high,25.16,99.69,banana
clay,winter,low,2.58,22.15,wheat
loamy,winter,low,6.44,5.32,chickpea
loamy,summer,high,25.85,65.94,ginger
black,summer,low,31.08,36.49,pigeonpeas
sandy,summer,high,28.53,83.65,coconut
red,autumn,low,28.31,53.53,mothbeans
red,summer,medium,28.9,43.44,coffee
sandy,summer,low,32.17,35.81,mothbeans
loamy,autumn,low,23.3,93.43,apple
sandy,winter,low,10.29,31.06,onion
loamy,summer,high,27.49,64.05,ginger
red,winter,medium,9.55,46.59,potato
loamy,autumn,medium,26.83,57.32,guava
red,summer,medium,33.86,34.52,mango
loamy,monsoon,high,26.56,71.91,sugarcane
sandy,monsoon,medium,23.03,73.04,guava
loamy,monsoon,medium,24.11,66.14,coffee
clay,winter,low,14.3,18.5,barley
black,monsoon,low,27.21,58.41,pigeonpeas
black,winter,medium,13.53,9.45,kidneybeans
red,summer,medium,27.63,53.62,maize
red,summer,medium,27.39,43.34,coffee
sandy,summer,medium,35.37,80.18,papaya
black,summer,medium,29.01,67.17,cotton
loamy,autumn,low,21.14,92.71,apple
loamy,summer,low,29.97,77.63,muskmelon
clay,summer,high,28.47,61.05,jute
sandy,autumn,medium,28.59,85.07,muskmelon
red,winter,medium,16.64,40.98,tomato
black,summer,low,32.49,54.61,blackgram
red,autumn,low,29.68,53.27,sorghum
red,winter,medium,10.97,44.83,potato
sandy,monsoon,low,26.93,66.05,mothbeans
clay,winter,medium,9.87,10.58,kidneybeans
black,monsoon,high,24.67,97.51,banana
loamy,summer,medium,28.82,76.14,watermelon
loamy,summer,medium,25.73,73.33,orange
loamy,winter,low,5.93,27.08,wheat
black,summer,low,24.94,66.73,cotton
loamy,monsoon,medium,29.48,81.04,turmeric
loamy,summer,low,32.86,42.25,millets
sandy,autumn,low,22.71,54.44,pomegranate
black,monsoon,high,23.94,100.0,rice
loamy,monsoon,high,24.0,92.24,banana
red,summer,low,30.27,46.53,sorghum
loamy,monsoon,low,25.71,100.0,mungbean
loamy,autumn,medium,22.51,91.55,orange
sandy,monsoon,medium,19.6,81.1,maize
sandy,autumn,medium,25.21,49.68,tomato
black,summer,medium,29.4,42.07,chili
black,summer,medium,26.1,56.49,maize
loamy,summer,medium,24.4,61.67,grapes
loamy,winter,low,8.35,49.29,potato
loamy,monsoon,medium,21.88,99.44,tea
black,winter,medium,4.24,26.6,wheat
sandy,monsoon,medium,18.15,82.75,maize
black,winter,low,11.21,32.14,wheat
clay,monsoon,high,26.18,69.73,sugarcane
red,summer,low,27.85,31.08,millets
red,summer,medium,26.27,43.56,coffee
loamy,summer,medium,23.59,80.52,orange
loamy,summer,low,28.94,41.68,mothbeans
loamy,winter,medium,17.48,74.32,orange
red,winter,low,9.36,12.14,chickpea
red,summer,low,29.67,72.1,mungbean
clay,winter,low,6.39,23.96,wheat
black,winter,medium,6.19,22.09,wheat
sandy,summer,medium,38.18,79.35,papaya
clay,monsoon,medium,26.83,80.3,turmeric
loamy,summer,low,38.55,46.08,mango
loamy,monsoon,high,29.5,72.35,sugarcane
loamy,monsoon,high,25.39,87.17,ginger
red,summer,low,25.36,49.01,pomegranate
red,monsoon,low,26.5,60.98,millets
sandy,summer,medium,35.88,39.9,mango
clay,monsoon,medium,27.88,87.04,turmeric
loamy,monsoon,high,24.19,87.91,ginger
red,monsoon,medium,23.86,95.79,tea
loamy,autumn,medium,17.0,48.99,potato
clay,winter,medium,9.89,9.94,kidneybeans
black,winter,medium,13.5,10.7,kidneybeans
loamy,summer,low,31.34,76.5,muskmelon
sandy,monsoon,medium,21.43,99.95,watermelon
red,summer,low,33.16,47.07,sorghum
black,summer,medium,29.21,40.32,chili
clay,monsoon,low,26.72,83.68,blackgram
loamy,summer,medium,36.53,81.16,papaya
loamy,winter,medium,15.96,8.56,kidneybeans
loamy,monsoon,low,28.17,74.89,blackgram
loamy,monsoon,high,29.82,99.1,papaya
loamy,monsoon,medium,22.69,67.29,coffee
black,summer,medium,25.04,53.82,maize
clay,summer,high,29.82,66.67,jute
black,monsoon,medium,24.24,61.48,chili
sandy,summer,low,24.38,72.54,grapes
loamy,monsoon,high,28.54,81.61,turmeric
sandy,summer,low,32.26,75.24,mungbean
loamy,winter,medium,11.51,11.83,kidneybeans
loamy,summer,high,25.67,62.3,jute
loamy,autumn,medium,16.88,32.04,wheat
loamy,autumn,medium,24.39,93.2,orange
loamy,winter,medium,13.35,36.99,onion
black,winter,low,9.73,26.98,wheat
red,monsoon,medium,24.7,69.23,coffee
red,summer,low,29.27,67.09,grapes
sandy,monsoon,medium,23.44,99.73,coconut
loamy,monsoon,medium,27.79,82.91,blackgram
loamy,monsoon,medium,25.74,96.83,tea
loamy,winter,medium,15.53,57.15,lentil
loamy,monsoon,high,27.82,75.51,sugarcane
sandy,summer,medium,29.8,43.87,guava
sandy,autumn,low,22.59,55.87,pomegranate
sandy,summer,low,31.72,73.51,muskmelon
loamy,summer,medium,31.93,36.5,chili
black,monsoon,medium,23.43,97.56,cotton
loamy,monsoon,medium,24.17,94.47,cotton
loamy,monsoon,high,32.98,97.29,papaya
loamy,monsoon,high,31.9,100.0,papaya
loamy,autumn,medium,20.2,97.42,orange
black,monsoon,medium,22.49,98.79,cotton
clay,summer,high,28.69,68.84,jute
loamy,autumn,low,24.4,59.61,lentil
sandy,summer,low,34.01,73.67,muskmelon
sandy,summer,medium,35.1,39.27,mango
loamy,summer,medium,31.28,36.48,chili
loamy,autumn,medium,24.37,58.38,coffee
sandy,summer,medium,30.95,45.52,guava
loamy,monsoon,high,22.66,97.64,rice
loamy,autumn,medium,21.45,53.88,tomato
black,summer,medium,27.27,55.69,maize
loamy,monsoon,high,25.36,93.08,banana
loamy,summer,medium,25.96,79.31,orange
sandy,monsoon,medium,21.1,98.47,watermelon
sandy,winter,low,8.14,22.56,barley
black,summer,low,31.53,39.24,pigeonpeas
loamy,autumn,medium,23.73,50.92,tomato
red,autumn,medium,19.56,20.67,kidneybeans
loamy,autumn,low,23.0,95.35,apple
red,autumn,medium,22.23,79.94,tea
red,monsoon,medium,29.5,86.25,turmeric
sandy,winter,low,9.67,28.55,barley
red,monsoon,high,25.3,98.25,coconut
clay,monsoon,low,28.17,84.58,blackgram
loamy,winter,low,13.0,14.91,kidneybeans
red,autumn,medium,19.92,20.84,kidneybeans
loamy,summer,low,23.48,48.1,pomegranate
black,monsoon,high,23.53,96.72,banana
clay,winter,low,5.17,20.78,wheat
clay,monsoon,medium,24.83,84.58,ginger
clay,autumn,low,23.96,65.58,lentil
sandy,summer,medium,26.22,55.82,maize
red,summer,medium,26.77,52.07,maize
loamy,monsoon,medium,26.55,70.01,pigeonpeas
red,monsoon,medium,24.59,76.35,coffee
loamy,monsoon,high,23.03,86.4,ginger
loamy,autumn,medium,17.99,33.28,wheat
loamy,summer,low,29.82,79.69,muskmelon
loamy,summer,medium,32.3,68.65,mungbean
loamy,monsoon,medium,24.31,98.36,banana
